;;;;;;;
Ocorrências de alagamento - 2007 a 2016 - SP;;;;;;;
;;;;;;;
DATA;LOCAL;REFERENCIA;SENTIDO;INICIO;FIM;SITUAÇÃO;SUB
05/01/11;MARGINAL PINHEIROS;ALEXANDRE MACKENZIE, AV.;CB/INT;30/12/1899 19:01:00;30/12/1899 20:41:00;TRANSITÁVEL;LA
11/01/11;MARGINAL PINHEIROS;ALEXANDRE MACKENZIE, AV.;CB/INT - LOCAL;30/12/1899 01:03:00;30/12/1899 03:23:00;TRANSITÁVEL;LA
11/04/12;MARGINAL PINHEIROS;ALEXANDRE MACKENZIE, AV.;CB/INT - LOCAL;30/12/1899 17:13:00;30/12/1899 18:18:00;TRANSITÁVEL;LA
22/01/14;MARGINAL PINHEIROS;ALEXANDRE MACKENZIE, AV.;CB/INT - LOCAL;30/12/1899 20:07:00;30/12/1899 23:41:00;TRANSITÁVEL;LA
14/01/08;MARGINAL PINHEIROS;ALEXANDRE MACKENZIE, AV.;CB/INT - LOCAL;30/12/1899 17:41:00;30/12/1899 21:21:00;TRANSITÁVEL;LA
03/09/09;MARGINAL PINHEIROS;ALEXANDRE MACKENZIE, AV.;CB/INT;30/12/1899 19:26:00;30/12/1899 19:39:00;TRANSITÁVEL;LA
14/02/13;MARGINAL PINHEIROS;ALTINO, AV. PRES.;CB/INT - LOCAL;30/12/1899 18:38:00;30/12/1899 02:54:00;TRANSITAVEL;LA
26/12/15;MARGINAL PINHEIROS;ALTURA DO N.  205;INT/CB - EXP;30/12/1899 22:12:00;30/12/1899 04:18:00;Intransitável;PI
27/10/07;MARGINAL PINHEIROS;ALTURA DO N. 10218;INT/CB - LOCAL;30/12/1899 18:09:00;30/12/1899 18:58:00;TRANSITÁVEL;SA
08/09/15;MARGINAL PINHEIROS;ALTURA DO N. 10544;INT/CB - EXP;30/12/1899 16:44:00;30/12/1899 20:52:00;TRANSITAVEL;SA
17/12/08;MARGINAL PINHEIROS;ALTURA DO N. 10989;INT/CB - LOCAL;30/12/1899 18:11:00;30/12/1899 23:55:00;TRANSITÁVEL;SA
11/03/16;MARGINAL PINHEIROS;ALTURA DO N. 11181;INT/CB - EXP;30/12/1899 05:20:00;30/12/1899 06:23:00;INtransitável;SA
02/02/15;MARGINAL PINHEIROS;ALTURA DO N. 13111;CB/INT - EXP;30/12/1899 09:37:00;30/12/1899 09:52:00;Transitável;MB
08/12/09;MARGINAL PINHEIROS;ALTURA DO N. 1329;INT/CB - LOCAL;30/12/1899 06:30:00;30/12/1899 08:09:00;TRANSITÁVEL (I);LA
06/09/09;MARGINAL PINHEIROS;ALTURA DO N. 14171;INT/CB - LOCAL;30/12/1899 19:31:00;30/12/1899 00:29:00;TRANSITÁVEL;SA
17/01/09;MARGINAL PINHEIROS;ALTURA DO N. 14261;CB/INT - LOCAL;30/12/1899 17:22:00;30/12/1899 20:59:00;TRANSITÁVEL;CL
14/02/13;MARGINAL PINHEIROS;ALTURA DO N. 16004;INT/CB - LOCAL;30/12/1899 18:38:00;30/12/1899 22:00:00;TRANSITAVEL;SA
19/01/12;MARGINAL PINHEIROS;ALTURA DO N. 17479;INT/CB - LOCAL;30/12/1899 22:15:00;30/12/1899 00:03:00;TRANSITÁVEL;SA
13/12/12;MARGINAL PINHEIROS;ALTURA DO N. 17695;INT/CB - LOCAL;30/12/1899 23:10:00;30/12/1899 02:13:00;TRANSITÁVEL;SA
28/12/09;MARGINAL PINHEIROS;ALTURA DO N. 17955;INT/CB - LOCAL;30/12/1899 17:53:00;30/12/1899 22:40:00;TRANSITÁVEL;SA
07/02/09;MARGINAL PINHEIROS;ALTURA DO N. 17955;INT/CB - EXP.;30/12/1899 19:25:00;30/12/1899 21:28:00;TRANSITÁVEL;SA
29/12/09;MARGINAL PINHEIROS;ALTURA DO N. 17955;INT/CB - LOCAL;30/12/1899 18:07:00;;TRANSITÁVEL;SA
18/10/09;MARGINAL PINHEIROS;ALTURA DO N. 17955;INT/CB;30/12/1899 08:58:00;30/12/1899 10:54:00;TRANSITÁVEL;SA
06/04/10;MARGINAL PINHEIROS;ALTURA DO N. 17981;INT/CB - LOCAL;30/12/1899 10:21:00;30/12/1899 12:24:00;TRANSITÁVEL;SA
13/12/12;MARGINAL PINHEIROS;ALTURA DO N. 17981;INT/CB - LOCAL;30/12/1899 23:15:00;30/12/1899 02:13:00;TRANSITÁVEL;SA
12/11/08;MARGINAL PINHEIROS;ALTURA DO N. 17981;INT/CB - LOCAL;30/12/1899 19:20:00;30/12/1899 21:13:00;TRANSITÁVEL;PI
21/11/09;MARGINAL PINHEIROS;ALTURA DO N. 2178;CB/INT - LOCAL;30/12/1899 19:35:00;30/12/1899 04:03:00;TRANSITÁVEL;LA
13/01/09;MARGINAL PINHEIROS;ALTURA DO N. 22069;INT/CB - LOCAL;30/12/1899 01:18:00;30/12/1899 02:57:00;TRANSITÁVEL;PI
12/11/08;MARGINAL PINHEIROS;ALTURA DO N. 22109;INT/CB - LOCAL;30/12/1899 19:37:00;30/12/1899 01:53:00;TRANSITÁVEL;SA
14/03/07;MARGINAL PINHEIROS;ALTURA DO N. 22800;AMBOS;30/12/1899 17:35:00;30/12/1899 21:44:00;TRANSITÁVEL;SA
26/10/09;MARGINAL PINHEIROS;ALTURA DO N. 2350;CB/INT;30/12/1899 20:03:00;30/12/1899 02:31:00;TRANSITÁVEL;BT
03/12/09;MARGINAL PINHEIROS;ALTURA DO N. 3042;CB/INT;30/12/1899 04:09:00;30/12/1899 08:40:00;TRANSITÁVEL;BT
02/01/10;MARGINAL PINHEIROS;ALTURA DO N. 3048;INT/CB;30/12/1899 06:36:00;;TRANSITÁVEL;PI
15/01/10;MARGINAL PINHEIROS;ALTURA DO N. 3063;CB/INT - EXP;30/12/1899 04:02:00;30/12/1899 09:04:00;TRANSITÁVEL;BT
08/12/09;MARGINAL PINHEIROS;ALTURA DO N. 3233;INT/CB - AMBAS;30/12/1899 08:35:00;30/12/1899 15:34:00;INTRANSITÁVEL;PI
28/12/09;MARGINAL PINHEIROS;ALTURA DO N. 3334;CB/INT;30/12/1899 02:44:00;30/12/1899 09:35:00;TRANSITÁVEL;PI
17/01/10;MARGINAL PINHEIROS;ALTURA DO N. 3352;CB/INT;30/12/1899 23:52:00;30/12/1899 23:59:00;TRANSITÁVEL;BT
05/01/11;MARGINAL PINHEIROS;ALTURA DO N. 345;INT/CB - LOCAL;30/12/1899 19:09:00;30/12/1899 22:34:00;TRANSITÁVEL;LA
23/08/09;MARGINAL PINHEIROS;ALTURA DO N. 4793;CB/INT - EXP;30/12/1899 14:49:00;30/12/1899 18:09:00;TRANSITÁVEL;PI
31/03/07;MARGINAL PINHEIROS;ALTURA DO N. 5836;CB/INT - LOCAL;30/12/1899 18:05:00;30/12/1899 21:22:00;INTRANSITÁVEL;BT
10/05/15;MARGINAL PINHEIROS;ALTURA DO N. 6;INT/CB - EXP;30/12/1899 19:31:00;30/12/1899 22:24:00;TRANSITÁVEL;SA
21/01/10;MARGINAL PINHEIROS;ALTURA DO N. 613;CB/INT - LOCAL;30/12/1899 05:40:00;30/12/1899 12:41:00;TRANSITÁVEL;PI
28/01/09;MARGINAL PINHEIROS;ALTURA DO N. 6164;CB/AS - LOCAL;30/12/1899 05:20:00;30/12/1899 06:05:00;TRANSITÁVEL;BT
02/01/10;MARGINAL PINHEIROS;ALTURA DO N. 6737 - APÓS PTE. CID. UNIVERSITÁRIA;CB/INT - EXP/LOCAL;30/12/1899 04:23:00;30/12/1899 14:35:00;TRANSITÁVEL;BT
25/11/09;MARGINAL PINHEIROS;ALTURA DO N. 7111;INT/CB - LOCAL;30/12/1899 20:13:00;30/12/1899 21:23:00;TRANSITÁVEL;SA
17/02/08;MARGINAL PINHEIROS;ALTURA DO N. 7203;AMBOS;30/12/1899 18:57:00;30/12/1899 18:58:00;TRANSITÁVEL;BT
21/01/10;MARGINAL PINHEIROS;ALTURA DO N. 7205;INT/CB;30/12/1899 01:35:00;30/12/1899 01:36:00;TRANSITÁVEL;PI
03/12/09;MARGINAL PINHEIROS;ALTURA DO N. 7260;INT/CB - LOCAL;30/12/1899 16:50:00;30/12/1899 17:59:00;TRANSITÁVEL;PI
02/12/09;MARGINAL PINHEIROS;ALTURA DO N. 7265;INT/CB - LOCAL;30/12/1899 16:52:00;30/12/1899 18:35:00;TRANSITÁVEL;PI
24/11/09;MARGINAL PINHEIROS;ALTURA DO N. 7815;INT/CB;30/12/1899 19:25:00;30/12/1899 04:40:00;TRANSITÁVEL;SA
08/12/09;MARGINAL PINHEIROS;ALTURA DO N. 7860;INT/CB - LOCAL;30/12/1899 06:36:00;30/12/1899 14:33:00;TRANSITÁVEL;SA
26/11/09;MARGINAL PINHEIROS;ALTURA DO N. 8669;CB/INT - EXP;30/12/1899 18:36:00;30/12/1899 19:04:00;TRANSITÁVEL;BT
05/04/09;MARGINAL PINHEIROS;ALTURA DO N. 881;CB/INT - EXP;30/12/1899 19:25:00;30/12/1899 20:03:00;TRANSITÁVEL;LA
21/01/10;MARGINAL PINHEIROS;ALTURA DO N. 9504;CB/INT;30/12/1899 01:26:00;30/12/1899 07:48:00;TRANSITÁVEL;PI
04/02/10;MARGINAL PINHEIROS;ALTURA DO N. 9510;INT/CB - LOCAL;30/12/1899 16:41:00;30/12/1899 19:07:00;INTRANSITÁVEL;PI
26/04/12;MARGINAL PINHEIROS;ALVARENGA, R.;C/B;30/12/1899 20:52:00;30/12/1899 00:18:00;TRANSITÁVEL;BT
25/02/10;MARGINAL PINHEIROS;ARIOVALDO SILVA, R. PROF.;INT/CB - LOCAL;30/12/1899 04:06:00;30/12/1899 09:00:00;TRANSITÁVEL;LA
16/03/07;MARGINAL PINHEIROS;ARY TORRES, PTE. ENG.;INT/CB - EXP;30/12/1899 17:02:00;30/12/1899 19:28:00;TRANSITÁVEL;PI
31/03/07;MARGINAL PINHEIROS;ARY TORRES, PTE. ENG.;INT/CB - EXP;30/12/1899 19:08:00;30/12/1899 21:03:00;TRANSITÁVEL;PI
26/02/07;MARGINAL PINHEIROS;ARY TORRES, PTE. ENG. - 150M ANTES;INT/CB - EXP;30/12/1899 15:55:00;30/12/1899 18:23:00;TRANSITAVEL;PI
01/01/07;MARGINAL PINHEIROS;ARY TORRES, PTE. ENG. - 200M ANTES;CB/INT - LOCAL;30/12/1899 19:33:00;30/12/1899 08:29:00;INTRANSITÁVEL;BT
29/01/08;MARGINAL PINHEIROS;BANDEIRANTES, AV. DOS - 200M ANTES;INT/CB - EXP;30/12/1899 13:42:00;30/12/1899 14:44:00;TRANSITÁVEL;SA
04/11/07;MARGINAL PINHEIROS;BARÃO DE ANTONINA, R.;CB/INT - LOCAL;30/12/1899 13:52:00;30/12/1899 19:09:00;TRANSITÁVEL;LA
15/06/08;MARGINAL PINHEIROS;BENTO FRIAS, R.;CB/INT;30/12/1899 17:15:00;30/12/1899 19:24:00;TRANSITÁVEL;PI
16/03/07;MARGINAL PINHEIROS;BENTO FRIAS, R.;CB/INT - LOCAL;30/12/1899 16:53:00;30/12/1899 17:29:00;INTRANSITÁVEL;BT
16/07/07;MARGINAL PINHEIROS;BENTO FRIAS, R.;CB/INT;30/12/1899 12:00:00;30/12/1899 18:05:00;TRANSITÁVEL;BT
17/02/10;MARGINAL PINHEIROS;BENTO FRIAS, R.;CB/INT - ÚNICA;30/12/1899 19:27:00;30/12/1899 21:04:00;TRANSITÁVEL;BT
04/02/09;MARGINAL PINHEIROS;BENTO FRIAS, R.;CB/INT - LOCAL;30/12/1899 15:57:00;30/12/1899 18:12:00;TRANSITÁVEL;BT
11/12/08;MARGINAL PINHEIROS;CADEIÃO DE PINHEIROS;INT/CB - LOCAL;30/12/1899 06:03:00;30/12/1899 11:00:00;TRANSITÁVEL;PI
25/07/09;MARGINAL PINHEIROS;CADEIÃO DE PINHEIROS;INT/CB - LOCAL;30/12/1899 09:52:00;30/12/1899 16:01:00;TRANSITÁVEL;LA
03/03/11;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB;30/12/1899 03:25:00;30/12/1899 08:35:00;TRANSITÁVEL;SA
17/01/12;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB - LOCAL;30/12/1899 16:06:00;30/12/1899 17:51:00;TRANSITÁVEL;SA
07/12/11;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB - LOCAL;30/12/1899 16:25:00;30/12/1899 16:32:00;TRANSITÁVEL;SA
02/11/07;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB;30/12/1899 21:39:00;30/12/1899 23:51:00;TRANSITÁVEL;SA
17/11/08;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB;30/12/1899 10:57:00;30/12/1899 19:10:00;TRANSITÁVEL;SA
02/01/09;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB;30/12/1899 21:25:00;30/12/1899 15:21:00;TRANSITÁVEL;SA
01/01/09;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB;30/12/1899 20:31:00;30/12/1899 07:20:00;INTRANSITÁVEL;SA
19/01/10;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB;30/12/1899 01:13:00;30/12/1899 08:06:00;TRANSITÁVEL;PI
25/12/08;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB - LOCAL;30/12/1899 07:54:00;30/12/1899 11:16:00;TRANSITÁVEL;PI
02/05/08;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB;30/12/1899 06:45:00;30/12/1899 19:54:00;TRANSITÁVEL;PI
03/08/08;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB - LOCAL;30/12/1899 11:24:00;30/12/1899 16:33:00;TRANSITÁVEL;PI
29/01/08;MARGINAL PINHEIROS;CAMPOS DE OLIVEIRA, R. PROF.;INT/CB - LOCAL;30/12/1899 19:07:00;30/12/1899 20:10:00;TRANSITÁVEL;CS
02/10/10;MARGINAL PINHEIROS;CARDOSO DE MELO, AV. DR.;INT/CB - LOCAL;30/12/1899 12:00:00;30/12/1899 12:56:00;TRANSITÁVEL;PI
31/12/11;MARGINAL PINHEIROS;CASTRO E SOLA, R. CD. DE;INT/CB - LOCAL;30/12/1899 21:59:00;30/12/1899 04:00:00;TRANSITÁVEL;LA
15/11/11;MARGINAL PINHEIROS;CASTRO E SOLA, R. CD. DE;INT/CB;30/12/1899 13:41:00;30/12/1899 16:14:00;TRANSITÁVEL;LA
13/01/11;MARGINAL PINHEIROS;CENTRO AFRICANA, R.;INT/CB - LOCAL;30/12/1899 20:46:00;30/12/1899 21:27:00;TRANSITÁVEL;SA
18/10/09;MARGINAL PINHEIROS;CRISTALINO ROLIM DE FREITAS, R.;INT/CB;30/12/1899 07:43:00;30/12/1899 10:26:00;TRANSITÁVEL;SA
30/03/14;MARGINAL PINHEIROS;CRISTALINO ROLIM DE FREITAS, R.;CB/INT - LOCAL;30/12/1899 17:49:00;30/12/1899 18:43:00;TRANSITÁVEL;SA
24/11/08;MARGINAL PINHEIROS;CURVA DA TRAIÇÃO;CB/INT - EXP;30/12/1899 15:52:00;30/12/1899 16:37:00;TRANSITÁVEL;MB
17/12/08;MARGINAL PINHEIROS;CURVA DA TRAIÇÃO;CB/INT - EXP;30/12/1899 17:56:00;30/12/1899 19:49:00;TRANSITÁVEL;CL
27/05/09;MARGINAL PINHEIROS;CURVA DA TRAIÇÃO;CB/INT - EXP;30/12/1899 07:41:00;30/12/1899 12:27:00;TRANSITÁVEL;BT
26/01/09;MARGINAL PINHEIROS;CURVA DA TRAIÇÃO - APÓS;CB/INT - LOCAL;30/12/1899 17:23:00;30/12/1899 20:32:00;TRANSITÁVEL;BT
31/03/07;MARGINAL PINHEIROS;CURVA TRAIÇÃO - 200M APÓS;CB/INT - EXP;30/12/1899 17:37:00;30/12/1899 19:11:00;TRANSITÁVEL;BT
11/03/16;MARGINAL PINHEIROS;CV TREVO DE 32 (CEBOLAO);INT/CB - EXP;30/12/1899 02:23:00;30/12/1899 06:24:00;INtransitável;LA
27/02/12;MARGINAL PINHEIROS;DRACENA, AV.;CB/INT - LOCAL;30/12/1899 15:29:00;30/12/1899 17:50:00;TRANSITÁVEL;LA
05/01/07;MARGINAL PINHEIROS;EM FRENTE AO CADEIÃO;INT/CB;30/12/1899 05:52:00;30/12/1899 17:30:00;TRANSITÁVEL;LA
01/01/10;MARGINAL PINHEIROS;ESCOLA POLITÉCNICA, AV.;CB/INT;30/12/1899 20:11:00;30/12/1899 22:28:00;TRANSITÁVEL;BT
16/10/13;MARGINAL PINHEIROS;ESCOLA POLITÉCNICA, AV.;CB/INT - LOCAL;30/12/1899 13:15:00;30/12/1899 15:05:00;TRANSITÁVEL;BT
22/12/08;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 16:21:00;30/12/1899 17:08:00;TRANSITÁVEL;SA
21/04/07;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB;30/12/1899 16:27:00;30/12/1899 21:32:00;TRANSITÁVEL;PI
11/06/12;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 12:12:00;30/12/1899 12:57:00;TRANSITÁVEL;PI
04/02/10;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 17:22:00;30/12/1899 18:44:00;INTRANSITÁVEL;PI
26/02/12;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 23:53:00;30/12/1899 23:53:00;TRANSITÁVEL;PI
12/02/12;MARGINAL PINHEIROS;FLORIDA, R.;CB/INT - LOCAL;30/12/1899 18:49:00;30/12/1899 08:23:00;TRANSITÁVEL;PI
11/06/12;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 12:12:00;30/12/1899 12:57:00;TRANSITÁVEL;PI
21/01/10;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB;30/12/1899 03:10:00;30/12/1899 19:57:00;TRANSITÁVEL;PI
23/03/12;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB;30/12/1899 01:04:00;30/12/1899 03:33:00;TRANSITÁVEL;PI
11/01/11;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 01:26:00;30/12/1899 03:23:00;TRANSITÁVEL;PI
29/01/08;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 14:36:00;30/12/1899 22:24:00;TRANSITÁVEL;PI
26/01/09;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 17:20:00;;TRANSITÁVEL;PI
08/12/09;MARGINAL PINHEIROS;FLORIDA, R.;INT/CB - LOCAL;30/12/1899 06:37:00;30/12/1899 14:33:00;TRANSITÁVEL;PI
16/07/07;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;CB/INT - LOCAL;30/12/1899 12:27:00;30/12/1899 16:31:00;TRANSITÁVEL;PI
25/03/10;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - EXP;30/12/1899 15:09:00;30/12/1899 17:47:00;TRANSITÁVEL;PI
14/01/11;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - LOCAL;30/12/1899 18:01:00;30/12/1899 18:28:00;TRANSITÁVEL;PI
26/02/12;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - LOCAL;30/12/1899 23:50:00;30/12/1899 01:31:00;TRANSITÁVEL;PI
18/01/12;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - LOCAL;30/12/1899 13:54:00;30/12/1899 15:38:00;TRANSITÁVEL;PI
24/01/10;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - LOCAL;30/12/1899 11:41:00;30/12/1899 11:41:00;TRANSITÁVEL;PI
02/01/08;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - LOCAL;30/12/1899 16:44:00;30/12/1899 18:24:00;TRANSITÁVEL;PI
02/12/09;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - LOCAL;30/12/1899 17:17:00;30/12/1899 18:30:00;TRANSITÁVEL;PI
26/01/09;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - UNICA;30/12/1899 18:35:00;30/12/1899 19:52:00;TRANSITÁVEL;PI
15/02/09;MARGINAL PINHEIROS;FREDERICO HERMAN JUNIOR, AV. PROF.;INT/CB - LOCAL;30/12/1899 22:34:00;;TRANSITÁVEL;PI
25/02/10;MARGINAL PINHEIROS;FUAD ELIAS NAUPHAL, PÇ;INT/CB - LOCAL;30/12/1899 04:13:00;30/12/1899 15:04:00;TRANSITÁVEL;SA
14/11/11;MARGINAL PINHEIROS;FUAD ELIAS NAUPHAL, PÇ.;INT/CB;30/12/1899 20:47:00;30/12/1899 21:00:00;TRANSITÁVEL;SA
11/01/11;MARGINAL PINHEIROS;FUAD ELIAS NAUPHAL, PÇ.;INT/CB - LOCAL;30/12/1899 01:37:00;30/12/1899 03:23:00;TRANSITÁVEL;SA
13/01/11;MARGINAL PINHEIROS;FUAD ELIAS NAUPHAL, PÇ.;INT/CB - LOCAL;30/12/1899 23:09:00;30/12/1899 04:13:00;INTRANSITÁVEL;SA
02/11/07;MARGINAL PINHEIROS;GURIÚ, R.;INT/CB - LOCAL;30/12/1899 23:00:35;30/12/1899 05:02:14;TRANSITÁVEL;SA
12/11/08;MARGINAL PINHEIROS;GURIU, R. / CAMPOS DE OLIVEIRO, R. PROF.;INT/CB;30/12/1899 19:17:00;30/12/1899 01:53:00;TRANSITÁVEL;SA
08/10/09;MARGINAL PINHEIROS;HEBRAICA;INT/CB - TRANSP E/L;30/12/1899 13:31:00;30/12/1899 19:07:00;TRANSITÁVEL;PI
02/02/09;MARGINAL PINHEIROS;HEBRAICA;INT/CB - TRANSP E/L;30/12/1899 21:55:00;30/12/1899 20:15:00;TRANSITÁVEL;PI
17/03/09;MARGINAL PINHEIROS;HEBRAICA;INT/CB - LOCAL;30/12/1899 17:01:00;30/12/1899 19:39:00;TRANSITÁVEL;PI
15/10/09;MARGINAL PINHEIROS;HEBRAICA;INT/CB - TRANSP E/L;30/12/1899 08:57:00;30/12/1899 12:33:00;TRANSITÁVEL;PI
29/03/10;MARGINAL PINHEIROS;HILARIO MAGRO JUNIOR, R.;CB/INT - LOCAL;30/12/1899 07:02:00;30/12/1899 07:17:00;TRANSITÁVEL;BT
08/09/09;MARGINAL PINHEIROS;INÍCIO DO CEBOLÃO;CB/INT;30/12/1899 13:30:00;30/12/1899 21:39:00;INTRANSITÁVEL;LA
19/01/10;MARGINAL PINHEIROS;INTERLAGOS, AV.;AMBOS;30/12/1899 21:06:00;30/12/1899 22:38:00;INTRANSITÁVEL;SA
18/01/10;MARGINAL PINHEIROS;INTERLAGOS, AV.;INT/CB;30/12/1899 23:27:00;30/12/1899 03:03:00;INTRANSITÁVEL;SA
17/11/13;MARGINAL PINHEIROS;INTERLAGOS, AV.;INT/CB - LOCAL;30/12/1899 00:57:00;30/12/1899 01:02:00;TRANSITÁVEL;SA
25/11/13;MARGINAL PINHEIROS;INTERLAGOS, AV.;INT/CB - LOCAL;30/12/1899 08:37:00;30/12/1899 08:40:00;TRANSITÁVEL;SA
09/01/11;MARGINAL PINHEIROS;INTERLAGOS, AV.;AMBOS;30/12/1899 21:38:00;30/12/1899 00:39:00;INTRANSITÁVEL;AD
17/01/12;MARGINAL PINHEIROS;INTERLAGOS, AV.;INT/CB;30/12/1899 15:03:00;30/12/1899 15:54:00;TRANSITÁVEL;AD
17/01/12;MARGINAL PINHEIROS;INTERLAGOS, AV.;CB/INT;30/12/1899 15:29:00;30/12/1899 15:53:00;INTRANSITÁVEL;AD
16/03/07;MARGINAL PINHEIROS;JAGUARÉ, PTE.;INT/CB - LOCAL;30/12/1899 16:45:00;30/12/1899 19:28:00;INTRANSITÁVEL;PI
14/03/07;MARGINAL PINHEIROS;JAGUARÉ, PTE.;CB/INT - LOCAL;30/12/1899 17:44:00;30/12/1899 01:00:00;TRANSITÁVEL;LA
06/11/07;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUSA, R.;INT/CB - LOCAL;30/12/1899 18:09:00;30/12/1899 19:40:00;TRANSITÁVEL;SA
28/05/09;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUSA, R.;INT/CB - LOCAL;30/12/1899 14:07:00;30/12/1899 14:56:00;TRANSITÁVEL;CS
28/05/09;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUSA, R.;CB/INT- LOCAL;30/12/1899 14:08:00;30/12/1899 14:56:00;TRANSITÁVEL;CS
23/03/11;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;CB/INT;30/12/1899 18:41:00;30/12/1899 19:35:00;TRANSITÁVEL;SA
13/01/11;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;INT/CB - LOCAL;30/12/1899 20:00:00;30/12/1899 20:39:00;TRANSITÁVEL;SA
10/01/11;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;AMBOS;30/12/1899 23:43:00;30/12/1899 00:44:00;INTRANSITÁVEL;SA
13/02/13;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;INT/CB - LOCAL;30/12/1899 19:47:00;30/12/1899 23:08:00;INTRANSITÁVEL;SA
17/01/12;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;AMBOS;30/12/1899 15:07:00;30/12/1899 15:53:00;INTRANSITÁVEL;SA
13/02/12;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;INT/CB;30/12/1899 02:03:00;30/12/1899 02:21:00;INTRANSITÁVEL;SA
16/02/11;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;INT/CB;30/12/1899 17:39:00;30/12/1899 19:01:00;INTRANSITÁVEL;SA
30/01/09;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;INT/CB;30/12/1899 21:53:00;30/12/1899 01:30:00;INTRANSITÁVEL;SA
25/02/09;MARGINAL PINHEIROS;JAIME DE OLIVEIRA SOUZA, R.;AMBOS;30/12/1899 17:26:00;30/12/1899 19:55:00;TRANSITÁVEL;CS
06/02/07;MARGINAL PINHEIROS;JOÃO DIAS, AV.;INT/CB - LOCAL;30/12/1899 07:02:00;30/12/1899 10:37:00;TRANSITÁVEL;SA
02/01/11;MARGINAL PINHEIROS;JOÃO DIAS, AV.;INT/CB - LOCAL;30/12/1899 22:41:00;30/12/1899 08:47:00;TRANSITÁVEL;SA
22/03/12;MARGINAL PINHEIROS;JOÃO DIAS, AV.;INT/CB - LOCAL;30/12/1899 23:28:00;30/12/1899 01:13:00;TRANSITÁVEL;SA
22/01/12;MARGINAL PINHEIROS;JOÃO DIAS, AV.;INT/CB - LOCAL;30/12/1899 17:50:00;30/12/1899 22:38:00;TRANSITÁVEL;SA
13/12/10;MARGINAL PINHEIROS;JOÃO DIAS, AV.;INT/CB - LOCAL;30/12/1899 18:02:00;30/12/1899 20:35:00;TRANSITÁVEL;BT
16/02/09;MARGINAL PINHEIROS;JOÃO DIAS, AV. - 50M ANTES;INT/CB - LOCAL;30/12/1899 06:30:00;30/12/1899 10:32:00;TRANSITÁVEL;SA
