;;;;;;;
Ocorrências de alagamento - 2007 a 2016 - SP;;;;;;;
;;;;;;;
DATA;LOCAL;REFERENCIA;SENTIDO;INICIO;FIM;SITUAÇÃO;SUB
19/01/12;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SANTOS/SP;30/12/1899 21:00:00;30/12/1899 21:58:00;INTRANSITÁVEL;IP
04/02/10;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;AMBOS;30/12/1899 16:54:00;30/12/1899 18:28:00;INTRANSITÁVEL;IP
17/02/10;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SP/SANTOS;30/12/1899 19:19:00;30/12/1899 20:25:00;INTRANSITÁVEL;IP
30/11/10;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SANTOS/SP;30/12/1899 16:01:00;30/12/1899 16:40:00;INTRANSITÁVEL;IP
13/12/10;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;AMBOS;30/12/1899 17:36:00;30/12/1899 18:27:00;TRANSITÁVEL;IP
21/01/10;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SANTOS/SP;30/12/1899 02:07:00;30/12/1899 03:32:00;TRANSITÁVEL;IP
12/11/12;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SP/SANTOS;30/12/1899 07:54:00;30/12/1899 08:28:00;TRANSITÁVEL;IP
21/02/08;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;AMBOS;30/12/1899 19:25:00;30/12/1899 21:17:00;TRANSITÁVEL;IP
26/01/09;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SP/SANTOS;30/12/1899 18:20:00;30/12/1899 19:11:00;TRANSITÁVEL;IP
27/01/15;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SP/SANTOS;30/12/1899 21:33:00;30/12/1899 21:56:00;Intransitável;IP
11/02/15;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SP/SANTOS;30/12/1899 00:07:00;30/12/1899 00:58:00;Intransitável;IP
18/05/14;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;ÚNICO;30/12/1899 16:49:00;30/12/1899 17:13:00;Transitável;IP
07/02/09;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;AMBOS;30/12/1899 17:17:00;30/12/1899 20:05:00;INTRANSITÁVEL;IP
03/04/08;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SANTOS/SP;30/12/1899 16:22:00;30/12/1899 17:48:00;INTRANSITÁVEL;IP
21/12/08;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;AMBOS;30/12/1899 17:27:00;30/12/1899 19:19:00;INTRANSITÁVEL;IP
12/04/14;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SANTOS/SP;30/12/1899 21:14:00;30/12/1899 22:15:00;TRANSITÁVEL;IP
15/01/14;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;AMBOS;30/12/1899 20:04:00;30/12/1899 20:57:00;Transitável;IP
12/04/14;ABRAÃO DE MORAIS, AV. PROF.;RIBEIRO LACERDA, R.;SP/SANTOS;30/12/1899 21:10:00;30/12/1899 21:37:00;TRANSITÁVEL;IP
07/01/07;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;SANTOS/SP;30/12/1899 18:55:00;30/12/1899 20:28:00;TRANSITÁVEL;IP
17/02/10;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;SANTOS/SP;30/12/1899 19:24:00;30/12/1899 20:04:00;INTRANSITÁVEL;IP
25/01/12;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;AMBOS;30/12/1899 17:19:00;30/12/1899 17:56:00;INTRANSITÁVEL;IP
21/02/11;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;AMBOS;30/12/1899 14:38:00;30/12/1899 15:42:00;INTRANSITÁVEL;IP
12/03/14;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;AMBOS;30/12/1899 16:30:00;30/12/1899 16:55:00;INTRANSITÁVEL;IP
13/02/14;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;AMBOS;30/12/1899 17:54:00;30/12/1899 18:48:00;INTRANSITÁVEL;IP
14/02/14;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;AMBOS;30/12/1899 22:58:00;30/12/1899 23:21:00;INTRANSITÁVEL;IP
24/12/08;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;AMBOS;30/12/1899 21:09:00;30/12/1899 21:40:00;TRANSITÁVEL;IP
21/02/08;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI;AMBOS;30/12/1899 19:27:00;30/12/1899 20:53:00;TRANSITÁVEL;IP
26/01/09;ABRAÃO DE MORAIS, AV. PROF.;ROLIM, R. FREI até RIBEIRO LACERDA, R.;SANTOS/SP;30/12/1899 18:18:00;30/12/1899 19:03:00;TRANSITÁVEL;IP
11/01/11;ABRAÃO RIBEIRO, AV. DR.;PORTO CARREIRO, R. BARÃO DE;AMBOS;30/12/1899 01:11:00;30/12/1899 08:42:00;INTRANSITÁVEL;LA
08/12/09;ABRAÃO RIBEIRO, AV. DR.;PORTO CARREIRO, R. BARÃO DE;AMBOS;30/12/1899 08:50:00;30/12/1899 13:20:00;TRANSITÁVEL;LA
24/11/09;ACARI, R.;RUBENS GOMES BUENO, R. DR.;C/B;30/12/1899 15:31:00;30/12/1899 21:02:00;TRANSITÁVEL;SA
11/01/16;ADÃO NORBERTO DE ANDRADE, R.;PEDRO DE MORAIS BARROS, R. EMB.;B/C;30/12/1899 13:46:00;30/12/1899 22:49:00;Transitável;SA
16/03/07;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;AMBOS;30/12/1899 15:24:00;30/12/1899 16:58:00;INTRANSITÁVEL;PJ
11/11/11;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;AMBOS;30/12/1899 16:10:00;30/12/1899 16:20:00;TRANSITÁVEL;PJ
03/02/10;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;AMBOS;30/12/1899 19:00:00;30/12/1899 20:45:00;TRANSITÁVEL;PJ
08/12/11;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;AMBOS;30/12/1899 17:55:00;30/12/1899 18:50:00;TRANSITÁVEL;PJ
11/02/12;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;AMBOS;30/12/1899 17:37:00;30/12/1899 18:30:00;TRANSITÁVEL;PJ
24/02/09;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;AMBOS;30/12/1899 15:22:00;30/12/1899 15:50:00;INTRANSITÁVEL;PJ
07/11/08;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;;30/12/1899 21:06:00;30/12/1899 23:59:00;TRANSITÁVEL;PJ
10/01/11;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;AMBOS;30/12/1899 22:11:00;30/12/1899 23:40:00;INTRANSITÁVEL;FO
07/02/09;ADÃO PEREIRA, AV. CB.;BENEDITO ANDRADE, AV.;AMBOS;30/12/1899 18:41:00;30/12/1899 19:17:00;TRANSITÁVEL;FO
24/02/09;ADÃO PEREIRA, AV. CB.;CECILIA CALOVINI, R.;AMBOS;30/12/1899 15:16:00;30/12/1899 15:31:00;TRANSITÁVEL;PJ
28/02/11;ADELINO DE ALMEIDA CASTILHO, R.;AIAMA, R.;C/B;30/12/1899 19:46:00;30/12/1899 04:00:00;INTRANSITÁVEL;MO
11/01/10;ADELINO, R. PE.;ALTURA DO N. 395;ÚNICO;30/12/1899 18:39:00;30/12/1899 21:19:00;TRANSITÁVEL;MO
16/12/10;ADELINO, R. PE.;MONTEIRO CAMINHOA, R.;B/C;30/12/1899 17:44:00;30/12/1899 18:24:00;TRANSITÁVEL;MO
21/02/11;ADELINO, R. PE.;SALIM FARAH MALUF, AV.;AMBOS;30/12/1899 15:18:00;30/12/1899 15:47:00;INTRANSITÁVEL;MO
26/11/09;ADELINO, R. PE.;SERRA DE JAIRE, R.;AMBOS;30/12/1899 18:02:00;30/12/1899 02:26:00;TRANSITÁVEL;MO
11/01/10;ADELINO, R. PE.;UBIRAJARA, LG.;AMBOS;30/12/1899 18:38:00;30/12/1899 21:19:00;INTRANSITÁVEL;MO
07/01/10;ADÉRITO PEREIRA DA SILVA, R. DES.;AUGUSTO DE MACEDO COSTA JUNIOR, R. DES.;ÚNICO;30/12/1899 18:10:00;;INTRANSITÁVEL;IT
04/02/13;ADOLFO PINHEIRO, AV.;ALTURA DO N. 159;ÚNICO;30/12/1899 08:51:00;30/12/1899 14:01:00;TRANSITÁVEL;SA
26/01/09;ADOLFO PINHEIRO, AV.;GRAHAM BELL, R.;ÚNICO;30/12/1899 18:00:00;30/12/1899 20:21:00;TRANSITÁVEL;SA
24/03/11;ADOLPHO PINTO, AV. DR.;TAGIPURU, R.;AMBOS;30/12/1899 17:30:00;30/12/1899 17:58:00;TRANSITÁVEL;LA
06/04/10;ADORAÇÃO, R.;BARRA DO TIBAJI, R.;AMBOS;30/12/1899 10:15:00;30/12/1899 15:00:00;TRANSITÁVEL;SE
09/09/09;ADRIANO BERTOZZI, AV.;ALTURA DO N. 125;C/B;30/12/1899 08:20:00;30/12/1899 13:25:00;TRANSITÁVEL;IQ
07/02/07;ADUSTINA, R.;COSTEIRA, R.;AMBOS;30/12/1899 22:14:00;30/12/1899 22:57:00;INTRANSITÁVEL;IQ
25/02/07;ADUSTINA, R.;TODA EXTENÇÃO;AMBOS;30/12/1899 16:58:00;30/12/1899 17:00:00;INTRANSITÁVEL;IQ
17/02/10;AFFONSO D'ESCRAGNOLLE TAUNAY, AV.;ALIOMAR BALEEIRO, VD. MIN.;IMIG/MARG;30/12/1899 19:21:00;30/12/1899 00:14:00;TRANSITÁVEL;IP
20/12/15;AFONSO DE SAMPAIO E SOUSA, AV.;ARICANDUVA, AV.;B/C;30/12/1899 19:12:00;30/12/1899 19:18:00;Transitável;IQ
20/12/12;AFONSO DE SAMPAIO E SOUSA, AV.;ARICANDUVA, AV.;C/B;30/12/1899 22:53:00;30/12/1899 02:25:00;TRANSITÁVEL;IQ
13/02/15;AFONSO DE SAMPAIO E SOUSA, AV.;ARICANDUVA, AV.;ÚNICA;30/12/1899 15:45:00;30/12/1899 18:36:00;Transitável;IQ
21/01/07;AFONSO DE SAMPAIO E SOUSA, AV.;ARICANDUVA, AV.;C/B;30/12/1899 14:55:00;30/12/1899 19:40:00;TRANSITÁVEL;AF
17/02/12;AFRÂNIO PEIXOTO, AV.;ALVARENGA, R.;AMBOS;30/12/1899 18:26:00;30/12/1899 19:01:00;TRANSITÁVEL;BT
05/01/11;AFRÂNIO PEIXOTO, AV.;ALVARENGA, R.;C/B;30/12/1899 19:21:00;30/12/1899 20:30:00;TRANSITÁVEL;BT
27/11/12;AFRÂNIO PEIXOTO, AV.;ALVARENGA, R.;B/C;30/12/1899 10:37:00;30/12/1899 16:47:00;TRANSITÁVEL;BT
10/03/13;AFRÂNIO PEIXOTO, AV.;ALVARENGA, R.;C/B;30/12/1899 02:27:00;30/12/1899 02:54:00;TRANSITAVEL;BT
30/11/10;AFRÂNIO PEIXOTO, AV.;ALVARENGA, R.;C/B;30/12/1899 16:57:00;30/12/1899 19:00:00;TRANSITÁVEL;BT
11/02/10;AFRÂNIO PEIXOTO, AV.;ALVARENGA, R.;B/C;30/12/1899 17:06:00;30/12/1899 23:59:00;TRANSITÁVEL;BT
17/02/10;AFRÂNIO PEIXOTO, AV.;ALVARENGA, R.;AMBOS;30/12/1899 19:10:00;30/12/1899 20:41:00;INTRANSITÁVEL;BT
04/02/09;AFRÂNIO PEIXOTO, AV.;ALVARENGA, R.;AMBOS;30/12/1899 16:09:00;30/12/1899 18:06:00;TRANSITÁVEL;BT
03/12/09;AFRÂNIO PEIXOTO, AV.;VICENTE RODRIGUES, PÇ.;AMBOS;30/12/1899 16:45:00;30/12/1899 17:58:00;INTRANSITÁVEL;BT
03/11/07;AGENOR COUTO MAGALHAES, AL.;MUTINGA, AV.;C/B;30/12/1899 15:27:00;30/12/1899 21:23:00;TRANSITÁVEL;PJ
04/11/07;AGENOR COUTO MAGALHAES, AL.;MUTINGA, AV.;C/B;30/12/1899 06:27:00;30/12/1899 23:33:00;TRANSITÁVEL;PJ
11/01/12;AGRIMENSOR SUGAYA, R.;;AMBOS;30/12/1899 07:43:00;30/12/1899 10:51:00;TRANSITÁVEL;IQ
14/03/07;AGRIMENSOR SUGAYA, R.;ALTURA N. 524;C/B;30/12/1899 16:30:00;30/12/1899 18:34:00;TRANSITÁVEL;IQ
06/01/12;AGRIMENSOR SUGAYA, R.;NÃO INFORMADO;B/C;30/12/1899 19:18:00;30/12/1899 22:02:00;INTRANSITÁVEL;IQ
28/10/12;AGUA FRIA, AV.;ALTINOPOLIS, R.;AMBOS;30/12/1899 17:05:00;30/12/1899 19:08:00;TRANSITÁVEL;ST
18/10/13;AGUA FRIA, AV.;AURELIANO LEAL, R.;ÚNICO;30/12/1899 22:31:00;30/12/1899 23:13:00;TRANSITÁVEL;ST
22/12/08;AGUA FRIA, AV.;MARIQUINHA VIANA, R.;AMBOS;30/12/1899 15:12:00;30/12/1899 19:10:00;TRANSITÁVEL;ST
09/03/08;AGUA FRIA, AV.;MARIQUINHA VIANA, R.;ÚNICO;30/12/1899 15:11:00;30/12/1899 17:38:00;TRANSITÁVEL;ST
16/04/15;AGUA FRIA, AV.;VAZ MUNIZ, R.;AMBOS;30/12/1899 15:09:00;30/12/1899 15:15:00;TRANSITÁVEL;ST
06/02/16;AGUA SANTA, ES.;BAIXO, ES. DE;AMBOS;30/12/1899 07:15:00;30/12/1899 12:33:00;Intransitável;AD
28/02/16;AGUIA DE HAIA, AV.;ALTURA DO N. 3506;C/B;30/12/1899 19:55:00;30/12/1899 19:55:00;Transitável;IQ
03/03/16;AGUIA DE HAIA, AV.;ALTURA DO N. 92;B/C;30/12/1899 23:32:00;30/12/1899 00:20:00;intransitável;PE
29/02/16;AGUIA DE HAIA, AV.;ARMAÇÃO DOS BUZIOS, AV.;AMBOS;30/12/1899 00:18:00;30/12/1899 01:14:00;Transitável;IQ
28/02/16;AGUIA DE HAIA, AV.;ARMAÇÃO DOS BUZIOS, AV.;C/B;30/12/1899 19:53:00;30/12/1899 20:15:00;Transitável;IQ
10/03/16;AGUIA DE HAIA, AV.;DURANDE, R.;B/C;30/12/1899 12:46:00;30/12/1899 12:39:00;transitável;PE
10/03/16;AGUIA DE HAIA, AV.;DURANDE, R.;B/C;30/12/1899 12:23:00;30/12/1899 12:35:00;transitável;PE
10/03/16;AGUIA DE HAIA, AV.;LUIZ AYRES, R. DR.;C/B;30/12/1899 12:23:00;30/12/1899 12:38:00;Intransitável;PE
24/02/16;AGUIA DE HAIA, AV.;LUIZ AYRES, R. DR.;AMBOS;30/12/1899 18:18:00;30/12/1899 19:32:00;Intransitável;PE
10/03/16;AGUIA DE HAIA, AV.;LUIZ AYRES, R. DR.;B/C;30/12/1899 12:46:00;30/12/1899 12:59:00;transitável;PE
28/02/11;AIAMA, R.;MELO PEIXOTO, R.;ÚNICO;30/12/1899 19:44:00;30/12/1899 00:38:00;INTRANSITÁVEL;MO
02/06/07;AIRTON PETRINI, AV.;ALTURA DO N. 410;B/C;30/12/1899 04:35:00;30/12/1899 07:08:00;TRANSITÁVEL;SA
16/07/07;AIRTON PRETINI, AV.;ALBERTO BADRA, VD. ENG.;B/C;30/12/1899 07:33:00;30/12/1899 18:23:00;TRANSITÁVEL;MO
19/12/14;AIRTON PRETINI, AV.;ALBERTO BADRA, VD. ENG.;B/C;30/12/1899 14:46:00;30/12/1899 15:54:00;Transitável;MO
28/05/09;AIRTON PRETINI, AV.;ALTURA DO N. 500;C/B;30/12/1899 15:35:00;30/12/1899 18:11:00;TRANSITÁVEL;MO
17/03/09;AIRTON PRETINI, AV.;ARICANDUVA, ELEV.;AMBOS;30/12/1899 18:00:00;30/12/1899 20:10:00;INTRANSITÁVEL;PE
13/12/10;AIRTON PRETINI, AV.;BERTOLDO, R. FREI;B/C;30/12/1899 18:41:00;30/12/1899 19:41:00;TRANSITÁVEL;PE
16/12/10;AIRTON PRETINI, AV.;BERTOLDO, R. FREI;ÚNICO;30/12/1899 17:43:00;30/12/1899 19:42:00;TRANSITÁVEL;MO
23/01/11;AIRTON PRETINI, AV.;CID GALVÃO DA SILVA, R. VER.;AMBOS;30/12/1899 20:52:00;30/12/1899 01:32:00;INTRANSITÁVEL;PE
10/02/12;AIRTON PRETINI, AV.;CID GALVÃO DA SILVA, R. VER.;B/C;30/12/1899 17:41:00;30/12/1899 18:29:00;INTRANSITÁVEL;PE
08/12/09;AIRTON PRETINI, AV.;CID GALVÃO DA SILVA, R. VER.;AMBOS;30/12/1899 09:42:00;30/12/1899 14:39:00;TRANSITÁVEL;MO
04/06/08;AIRTON PRETINI, AV.;FINAL DO ELEVADO;IQ/MARG;30/12/1899 06:54:00;30/12/1899 07:50:00;TRANSITÁVEL;PE
29/01/08;AIRTON PRETINI, AV.;FREI BERTHOLDO, R.;B/C;30/12/1899 10:22:00;30/12/1899 18:46:00;TRANSITÁVEL;MO
11/01/11;AIRTON PRETINI, AV.;HELY LOPES MEIRELLES, R.;AMBOS;30/12/1899 03:08:00;30/12/1899 06:29:00;INTRANSITÁVEL;MO
08/12/09;AIRTON PRETINI, AV.;PTE. ARICANDUVA;C/B;30/12/1899 06:51:00;30/12/1899 10:52:00;INTRANSITÁVEL;PE
26/01/10;AIRTON PRETINI, AV.;PTE. ARICANDUVA;C/B;30/12/1899 16:20:00;30/12/1899 17:55:00;TRANSITÁVEL;MO
24/02/09;ALBERTO BADRA, VD. ENG.;;AMBOS;30/12/1899 13:38:00;30/12/1899 16:43:00;TRANSITÁVEL;MO
11/01/11;ALBERTO BADRA, VD. ENG.;AIRTON PRETINI, AV.;MARG/IQ;30/12/1899 00:32:00;30/12/1899 02:50:00;TRANSITÁVEL;MO
09/11/10;ALBERTO BADRA, VD. ENG.;CELSO GARCIA, AV.;MARG/IQ;30/12/1899 22:12:00;30/12/1899 03:32:00;TRANSITÁVEL;MO
28/02/11;ALBERTO BADRA, VD. ENG.;CID GALVÃO DA SILVA, R. VER.;MARG/IQ;30/12/1899 16:46:00;30/12/1899 20:18:00;INTRANSITÁVEL;MO
17/01/07;ALBERTO BADRA, VD. ENG.;FRONTIN, AV. CD. DE;MARG/IT;30/12/1899 19:31:00;30/12/1899 19:50:00;TRANSITÁVEL;MO
25/02/09;ALBERTO BADRA, VD. ENG.;INÍCIO;IQ/MARG;30/12/1899 18:26:00;30/12/1899 19:50:00;TRANSITÁVEL;PE
24/02/12;ALBERTO BADRA, VD. ENG.;PIETRO UBALDI, PÇ.;IQ/MARG;30/12/1899 17:09:00;30/12/1899 18:32:00;TRANSITÁVEL;MO
23/02/12;ALBERTO BADRA, VD. ENG.;PIETRO UBALDI, PÇ.;IQ/MARG;30/12/1899 17:37:00;30/12/1899 18:52:00;TRANSITÁVEL;MO
24/01/14;ALBERTO DE ZAGOTTIS, AV. ENG.;ALTURA DO N. 567;AMBOS;30/12/1899 17:08:00;30/12/1899 19:10:00;TRANSITÁVEL;SA
11/12/14;ALBERTO DE ZAGOTTIS, AV. ENG.;CAMPOS DE OLIVEIRA, R. PROF.;B/C;30/12/1899 18:41:00;30/12/1899 20:03:00;Intransitável;SA
27/05/09;ALBUQUERQUE LINS, R. DR.;BARROS, AL.;C/B;30/12/1899 08:42:00;30/12/1899 09:58:00;TRANSITÁVEL;SE
18/02/10;ALBUQUERQUE LINS, R. DR.;DEODORO, PÇ. MAL.;AMBOS;30/12/1899 05:49:00;30/12/1899 11:03:00;TRANSITÁVEL;SE
08/09/09;ALBUQUERQUE LINS, R. DR.;DEODORO, PÇ. MAL.;LA/PE;30/12/1899 17:51:00;30/12/1899 19:43:00;TRANSITÁVEL;SE
16/02/15;ALCÂNTARA MACHADO, AV.;ALCANTARA MACHADO, VD.;B/C - EXP;30/12/1899 21:34:00;30/12/1899 22:25:00;Intransitável;MO
19/03/07;ALCÂNTARA MACHADO, AV.;ALMEIDA LIMA, R. DR.;B/C - EXP;30/12/1899 00:43:00;30/12/1899 01:23:00;TRANSITÁVEL;MO
07/03/15;ALCÂNTARA MACHADO, AV.;ALTURA DO N. 3252;C/B;30/12/1899 14:52:00;30/12/1899 17:32:00;Transitável;MO
28/09/09;ALCÂNTARA MACHADO, AV.;ALTURA DO N. 3412 - R. FIGUEIRA E R. WANDELKOLK;C/B;30/12/1899 18:44:00;30/12/1899 06:38:00;TRANSITÁVEL;MO
17/11/15;ALCÂNTARA MACHADO, AV.;ALTURA DO N. 3748;C/B;30/12/1899 16:30:00;30/12/1899 18:17:00;Transitável;MO
15/04/14;ALCÂNTARA MACHADO, AV.;ALTURA DO N. 3866;C/B - COR. ÔNIBUS;30/12/1899 09:57:00;30/12/1899 10:05:00;TRANSITÁVEL;MO
02/12/08;ALCÂNTARA MACHADO, AV.;ALTURA DO N. 51;C/B;30/12/1899 17:53:00;30/12/1899 18:45:00;TRANSITÁVEL;MO
29/01/10;ALCÂNTARA MACHADO, AV.;ALTURA DO N. 60;C/B;30/12/1899 12:49:00;;TRANSITÁVEL;MO
27/05/09;ALCÂNTARA MACHADO, AV.;ALTURA DO N. 60;C/B;30/12/1899 17:16:00;30/12/1899 21:11:00;TRANSITÁVEL;MO
03/03/16;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 22:15:00;30/12/1899 22:44:00;intransitável;MO
13/03/15;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 18:49:00;30/12/1899 21:32:00;Transitável;MO
17/11/15;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 21:56:00;30/12/1899 22:50:00;Transitável;MO
10/02/16;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:21:00;30/12/1899 18:34:00;Transitável;MO
27/01/16;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 15:45:00;30/12/1899 16:45:00;Intransitável;MO
10/03/16;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 22:11:00;30/12/1899 23:51:00;INtransitável;MO
03/03/16;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 22:15:00;30/12/1899 22:44:00;intransitável;MO
06/12/07;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:42:00;30/12/1899 18:12:00;TRANSITÁVEL;MO
17/11/15;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 16:02:00;30/12/1899 18:18:00;Transitável;MO
11/02/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:28:00;30/12/1899 18:22:00;TRANSITÁVEL;MO
09/11/10;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 22:04:00;30/12/1899 22:24:00;TRANSITÁVEL;MO
16/12/10;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:30:00;30/12/1899 18:03:00;TRANSITÁVEL;MO
08/01/13;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 19:20:00;30/12/1899 20:45:00;INTRANSITÁVEL;MO
11/06/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 10:15:00;30/12/1899 10:25:00;TRANSITÁVEL;MO
11/06/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 15:31:00;30/12/1899 15:49:00;TRANSITÁVEL;MO
11/06/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 15:31:00;30/12/1899 15:49:00;TRANSITÁVEL;MO
10/02/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:10:00;30/12/1899 18:00:00;INTRANSITÁVEL;MO
17/07/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 20:31:00;30/12/1899 23:32:00;TRANSITÁVEL;MO
12/04/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 19:31:00;30/12/1899 19:53:00;TRANSITÁVEL;MO
07/06/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 16:07:00;30/12/1899 16:46:00;TRANSITÁVEL;MO
07/01/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;B/C;30/12/1899 19:06:00;30/12/1899 20:13:00;TRANSITÁVEL;MO
15/10/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 13:55:00;30/12/1899 15:48:00;TRANSITÁVEL;MO
18/01/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:47:00;30/12/1899 18:22:00;TRANSITÁVEL;MO
13/01/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 20:01:00;30/12/1899 20:42:00;TRANSITÁVEL;MO
09/12/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 19:06:00;30/12/1899 21:36:00;TRANSITÁVEL;MO
07/01/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:39:00;30/12/1899 18:37:00;TRANSITÁVEL;MO
10/01/11;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 22:39:00;30/12/1899 23:46:00;TRANSITÁVEL;MO
07/01/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 16:02:00;30/12/1899 16:42:00;TRANSITÁVEL;MO
07/11/14;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:40:00;30/12/1899 18:18:00;INTRANSITÁVEL;MO
25/11/14;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 18:39:00;30/12/1899 18:58:00;TRANSITAVEL;MO
07/10/10;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:51:00;30/12/1899 18:41:00;TRANSITÁVEL;MO
18/01/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 17:03:00;30/12/1899 17:32:00;TRANSITÁVEL;MO
11/06/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 10:15:00;30/12/1899 10:25:00;TRANSITÁVEL;MO
20/12/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 20:44:00;30/12/1899 20:54:00;TRANSITÁVEL;MO
01/12/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 16:38:00;30/12/1899 18:02:00;TRANSITÁVEL;MO
19/12/12;ALCÂNTARA MACHADO, AV.;ALVARO RAMOS, AV.;C/B;30/12/1899 18:57:00;30/12/1899 19:19:00;TRANSITÁVEL;MO
